"country_f","year_f","flu_cases","country_d","year_d","dengue_cases","country_g","year_g","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
Netherlands,"2004",1014.0,,,,Netherlands,"2004",4.6,79.1,1.73,16253397,402922644615,Europe,Western Europe
Netherlands,"2005",1779.0,,,,Netherlands,"2005",4.5,79.6,1.71,16331646,411168323101,Europe,Western Europe
Netherlands,"2006",1497.0,,,,Netherlands,"2006",4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
Netherlands,"2007",1607.0,,,,Netherlands,"2007",4.2,80.2,1.72,16463031,441791696641,Europe,Western Europe
Netherlands,"2008",1801.0,,,,Netherlands,"2008",4.0,80.3,1.77,16519862,449761878488,Europe,Western Europe
Netherlands,"2009",3062.0,,,,Netherlands,"2009",3.8,80.6,1.79,16575173,433855151011,Europe,Western Europe
Netherlands,"2010",1145.0,,,,Netherlands,"2010",3.7,80.8,1.8,16631571,441185443862,Europe,Western Europe
Netherlands,"2011",1627.0,,,,Netherlands,"2011",3.6,80.9,1.76,16689863,446362217923,Europe,Western Europe
Netherlands,"2012",2023.0,,,,Netherlands,"2012",3.5,81.0,1.76,16749318,,Europe,Western Europe
Netherlands,"2013",2721.0,,,,Netherlands,"2013",3.3,81.2,1.77,16809157,,Europe,Western Europe
Netherlands,"2014",1680.0,,,,Netherlands,"2014",3.3,81.3,1.78,16868020,,Europe,Western Europe
Netherlands,"2015",1666.0,,,,Netherlands,"2015",3.2,81.3,1.78,16924929,,Europe,Western Europe
New Zealand,"2002",,,,,New Zealand,"2002",5.8,78.9,1.95,3961695.0,56077241190,Oceania,Australia and New Zealand
New Zealand,"2003",,,,,New Zealand,"2003",5.7,79.1,1.98,4020195.0,58513885619,Oceania,Australia and New Zealand
New Zealand,"2004",,,,,New Zealand,"2004",5.5,79.4,2.02,4078779.0,60712724763,Oceania,Australia and New Zealand
New Zealand,"2005",,,,,New Zealand,"2005",5.4,79.8,2.05,4134699.0,62717853637,Oceania,Australia and New Zealand
New Zealand,"2006",1492.0,,,,New Zealand,"2006",5.3,79.9,2.09,4187584.0,63200977861,Oceania,Australia and New Zealand
New Zealand,"2007",1398.0,,,,New Zealand,"2007",5.3,80.1,2.11,4238021.0,65084119224,Oceania,Australia and New Zealand
New Zealand,"2008",1883.0,,,,New Zealand,"2008",5.3,80.3,2.12,4285380.0,64081242758,Oceania,Australia and New Zealand
New Zealand,"2009",2644.0,,,,New Zealand,"2009",5.2,80.5,2.13,4329124.0,63779599884,Oceania,Australia and New Zealand
New Zealand,"2010",1742.0,,,,New Zealand,"2010",5.1,80.8,2.12,4369027.0,64991412282,Oceania,Australia and New Zealand
New Zealand,"2011",1674.0,,,,New Zealand,"2011",5.0,80.8,2.1,4404483.0,,Oceania,Australia and New Zealand
New Zealand,"2012",2373.0,,,,New Zealand,"2012",4.9,81.1,2.07,4435883.0,,Oceania,Australia and New Zealand
New Zealand,"2013",2260.0,,,,New Zealand,"2013",4.9,81.4,2.05,4465276.0,,Oceania,Australia and New Zealand
New Zealand,"2014",3322.0,,,,New Zealand,"2014",4.8,81.4,2.03,4495482.0,,Oceania,Australia and New Zealand
New Zealand,"2015",807.0,,,,New Zealand,"2015",4.7,81.4,2.02,4528526.0,,Oceania,Australia and New Zealand
Norway,"2002",,,,,Norway,"2002",3.6,79.1,1.75,4537240.0,174215767564,Europe,Northern Europe
Norway,"2003",,,,,Norway,"2003",3.5,79.5,1.8,4560947.0,175929063478,Europe,Northern Europe
Norway,"2004",,,,,Norway,"2004",3.4,79.8,1.83,4589241.0,182897667361,Europe,Northern Europe
Norway,"2005",1904.0,,,,Norway,"2005",3.2,80.2,1.84,4624388.0,187632770146,Europe,Northern Europe
Norway,"2006",1474.0,,,,Norway,"2006",3.1,80.4,1.9,4667105.0,192233391607,Europe,Northern Europe
Norway,"2007",2231.0,,,,Norway,"2007",3.0,80.6,1.9,4716584.0,197333337247,Europe,Northern Europe
Norway,"2008",2271.0,,,,Norway,"2008",2.9,80.8,1.96,4771633.0,197402589382,Europe,Northern Europe
Norway,"2009",6877.0,,,,Norway,"2009",2.7,80.8,1.98,4830371.0,194111628292,Europe,Northern Europe
Norway,"2010",3338.0,,,,Norway,"2010",2.6,81.1,1.95,4891251.0,195424832685,Europe,Northern Europe
Norway,"2011",4852.0,,,,Norway,"2011",2.5,81.1,1.88,4953945.0,198252580322,Europe,Northern Europe
Norway,"2012",4606.0,,,,Norway,"2012",2.3,81.6,1.85,5018367.0,,Europe,Northern Europe
Norway,"2013",4654.0,,,,Norway,"2013",2.3,81.6,1.93,5083450.0,,Europe,Northern Europe
Norway,"2014",4072.0,,,,Norway,"2014",2.2,82.0,1.93,5147970.0,,Europe,Northern Europe
Norway,"2015",4094.0,,,,Norway,"2015",2.0,82.0,1.93,5210967.0,,Europe,Northern Europe
Paraguay,"2002",,,,,Paraguay,"2002",26.1,74.1,3.51,5508615.0,7213731474,Americas,South America
Paraguay,"2003",,,,,Paraguay,"2003",25.3,74.1,3.43,5607948.0,7490710349,Americas,South America
Paraguay,"2004",,,,,Paraguay,"2004",24.6,73.8,3.35,5703742.0,7800472023,Americas,South America
Paraguay,"2005",,,,,Paraguay,"2005",23.8,74.0,3.27,5795493.0,8023446451,Americas,South America
Paraguay,"2006",16478.0,,,,Paraguay,"2006",23.1,74.0,3.19,5882797.0,8371707752,Americas,South America
Paraguay,"2007",16369.0,,,,Paraguay,"2007",22.4,74.0,3.12,5966160.0,8937744399,Americas,South America
Paraguay,"2008",14820.0,,,,Paraguay,"2008",21.7,74.0,3.06,6047131.0,9458532785,Americas,South America
Paraguay,"2009",13894.0,,,,Paraguay,"2009",21.0,74.0,3.01,6127847.0,9094701457,Americas,South America
Paraguay,"2010",10017.0,,,,Paraguay,"2010",20.4,74.0,2.97,6209877.0,10463076859,Americas,South America
Paraguay,"2011",9347.0,,,,Paraguay,"2011",19.8,74.0,2.93,6293763.0,10886238238,Americas,South America
Paraguay,"2012",9010.0,,,,Paraguay,"2012",19.2,74.1,2.9,6379162.0,,Americas,South America
Paraguay,"2013",11755.0,,,,Paraguay,"2013",18.6,74.1,2.86,6465669.0,,Americas,South America
Paraguay,"2014",13242.0,,,,Paraguay,"2014",18.1,74.3,2.83,6552518.0,,Americas,South America
Paraguay,"2015",9894.0,,,,Paraguay,"2015",17.5,74.4,2.8,6639123.0,,Americas,South America
Peru,"2002",329.0,,,,Peru,"2002",25.7,75.7,2.82,26601463,56085932802,Americas,South America
Peru,"2003",20441.0,,,,Peru,"2003",24.1,76.2,2.77,26937737,58347474126,Americas,South America
Peru,"2004",17143.0,,,,Peru,"2004",22.6,76.7,2.73,27273188,61251271118,Americas,South America
Peru,"2005",16040.0,,,,Peru,"2005",21.3,77.2,2.69,27610406,65432704696,Americas,South America
Peru,"2006",14994.0,,,,Peru,"2006",20.1,77.7,2.65,27949958,70497520780,Americas,South America
Peru,"2007",13770.0,,,,Peru,"2007",19.0,77.9,2.61,28292768,76775759558,Americas,South America
Peru,"2008",11946.0,,,,Peru,"2008",18.0,78.2,2.58,28642048,84302372402,Americas,South America
Peru,"2009",10432.0,,,,Peru,"2009",17.1,78.2,2.55,29001563,85006410418,Americas,South America
Peru,"2010",8541.0,,,,Peru,"2010",16.3,78.4,2.51,29373644,92506872121,Americas,South America
Peru,"2011",7053.0,,,,Peru,"2011",15.6,78.5,2.48,29759891,98901255440,Americas,South America
Peru,"2012",6769.0,,,,Peru,"2012",14.9,78.7,2.45,30158768,,Americas,South America
Peru,"2013",6777.0,,,,Peru,"2013",14.2,79.1,2.42,30565461,,Americas,South America
Peru,"2014",6555.0,,,,Peru,"2014",13.6,79.3,2.39,30973148,,Americas,South America
Peru,"2015",4020.0,,,,Peru,"2015",13.1,79.5,2.36,31376670,,Americas,South America
Poland,"2002",,,,,Poland,"2002",7.3,74.6,1.28,38454823,175842681117,Europe,Eastern Europe
Poland,"2003",,,,,Poland,"2003",7.0,74.9,1.27,38451227,182642797860,Europe,Eastern Europe
Poland,"2004",,,,,Poland,"2004",6.7,75.0,1.27,38454520,192404689711,Europe,Eastern Europe
Poland,"2005",4886.0,,,,Poland,"2005",6.6,75.1,1.28,38463514,199364063181,Europe,Eastern Europe
Poland,"2006",2521.0,,,,Poland,"2006",6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
Poland,"2007",2754.0,,,,Poland,"2007",6.0,75.2,1.31,38500356,226149246712,Europe,Eastern Europe
Poland,"2008",2617.0,,,,Poland,"2008",5.8,75.4,1.33,38525752,237742898868,Europe,Eastern Europe
Poland,"2009",5521.0,,,,Poland,"2009",5.3,75.7,1.35,38551489,241612593969,Europe,Eastern Europe
Poland,"2010",1264.0,,,,Poland,"2010",5.0,76.2,1.37,38574682,251030838904,Europe,Eastern Europe
Poland,"2011",2377.0,,,,Poland,"2011",4.7,76.5,1.39,38594217,261950140322,Europe,Eastern Europe
Poland,"2012",1670.0,,,,Poland,"2012",4.6,76.7,1.4,38609486,,Europe,Eastern Europe
Poland,"2013",2702.0,,,,Poland,"2013",4.5,77.3,1.42,38618698,,Europe,Eastern Europe
Poland,"2014",1536.0,,,,Poland,"2014",4.5,77.4,1.43,38619974,,Europe,Eastern Europe
Poland,"2015",1956.0,,,,Poland,"2015",4.5,77.6,1.44,38611794,,Europe,Eastern Europe
Romania,"2002",,,,,Romania,"2002",21.6,71.2,1.27,21851988,41162034208,Europe,Eastern Europe
Romania,"2003",,,,,Romania,"2003",20.6,71.6,1.28,21722664,43302459253,Europe,Eastern Europe
Romania,"2004",37393.0,,,,Romania,"2004",19.5,72.0,1.29,21578318,46939862239,Europe,Eastern Europe
Romania,"2005",40284.0,,,,Romania,"2005",18.2,72.4,1.3,21407619,48898332853,Europe,Eastern Europe
Romania,"2006",40713.0,,,,Romania,"2006",16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
Romania,"2007",40248.0,,,,Romania,"2007",15.3,73.3,1.33,20979708,55926979218,Europe,Eastern Europe
Romania,"2008",39262.0,,,,Romania,"2008",14.0,73.2,1.34,20741669,61198545647,Europe,Eastern Europe
Romania,"2009",41179.0,,,,Romania,"2009",13.0,73.3,1.36,20510263,55996669267,Europe,Eastern Europe
Romania,"2010",32246.0,,,,Romania,"2010",12.1,73.7,1.37,20298838,56527456853,Europe,Eastern Europe
Romania,"2011",34686.0,,,,Romania,"2011",11.5,74.5,1.39,20111664,56320357839,Europe,Eastern Europe
Romania,"2012",32288.0,,,,Romania,"2012",10.9,74.7,1.4,19944954,,Europe,Eastern Europe
Romania,"2013",33899.0,,,,Romania,"2013",10.5,74.9,1.42,19794163,,Europe,Eastern Europe
Romania,"2014",34484.0,,,,Romania,"2014",10.1,75.1,1.43,19651554,,Europe,Eastern Europe
Romania,"2015",23679.0,,,,Romania,"2015",9.7,75.2,1.45,19511324,,Europe,Eastern Europe
Russia,"2002",,,,,Russia,"2002",17.7,64.9,1.29,145195521,285879843583,Europe,Eastern Europe
Russia,"2003",,,,,Russia,"2003",16.6,64.7,1.33,144583147,306737220532,Europe,Eastern Europe
Russia,"2004",,,,,Russia,"2004",15.4,65.1,1.34,144043914,328748527632,Europe,Eastern Europe
Russia,"2005",13596.0,,,,Russia,"2005",14.4,65.1,1.29,143622566,349710148603,Europe,Eastern Europe
Russia,"2006",15693.0,,,,Russia,"2006",13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
Russia,"2007",16590.0,,,,Russia,"2007",12.4,67.7,1.41,143180249,410505209128,Europe,Eastern Europe
Russia,"2008",20976.0,,,,Russia,"2008",11.6,67.9,1.49,143123163,432048331750,Europe,Eastern Europe
Russia,"2009",29361.0,,,,Russia,"2009",10.9,68.8,1.54,143126660,398209755704,Europe,Eastern Europe
Russia,"2010",23322.0,,,,Russia,"2010",10.3,68.9,1.57,143158099,415332775199,Europe,Eastern Europe
Russia,"2011",26352.0,,,,Russia,"2011",9.8,69.8,1.58,143211476,433192084533,Europe,Eastern Europe
Russia,"2012",27213.0,,,,Russia,"2012",9.3,70.4,1.59,143287536,,Europe,Eastern Europe
Russia,"2013",33134.0,,,,Russia,"2013",8.9,70.8,1.6,143367341,,Europe,Eastern Europe
Russia,"2014",30966.0,,,,Russia,"2014",8.5,70.9,1.6,143429435,,Europe,Eastern Europe
Russia,"2015",21447.0,,,,Russia,"2015",8.2,71.0,1.61,143456918,,Europe,Eastern Europe
South Africa,"2002",,,,,South Africa,"2002",54.7,54.8,2.8,46272223,141519467703,Africa,Southern Africa
South Africa,"2003",,,,,South Africa,"2003",54.1,53.7,2.76,46971250,145692982131,Africa,Southern Africa
South Africa,"2004",,,,,South Africa,"2004",52.8,52.8,2.72,47667150,152328632239,Africa,Southern Africa
South Africa,"2005",,,,,South Africa,"2005",51.5,52.7,2.68,48352951,160367192374,Africa,Southern Africa
South Africa,"2006",,,,,South Africa,"2006",50.0,52.5,2.63,49027805,169353717106,Africa,Southern Africa
South Africa,"2007",135522.0,,,,South Africa,"2007",48.6,53.0,2.58,49693580,178749049657,Africa,Southern Africa
South Africa,"2008",135377.0,,,,South Africa,"2008",46.6,53.4,2.54,50348811,185217195736,Africa,Southern Africa
South Africa,"2009",150344.0,,,,South Africa,"2009",41.1,53.9,2.5,50992034,182369831416,Africa,Southern Africa
South Africa,"2010",129539.0,,,,South Africa,"2010",38.2,54.9,2.47,51621594,187639624489,Africa,Southern Africa
South Africa,"2011",129150.0,,,,South Africa,"2011",37.1,56.6,2.44,52237272,193499101150,Africa,Southern Africa
South Africa,"2012",136519.0,,,,South Africa,"2012",36.8,59.0,2.41,52837274,,Africa,Southern Africa
South Africa,"2013",140671.0,,,,South Africa,"2013",35.3,60.7,2.39,53416609,,Africa,Southern Africa
South Africa,"2014",155577.0,,,,South Africa,"2014",34.4,61.2,2.36,53969054,,Africa,Southern Africa
South Africa,"2015",98940.0,,,,South Africa,"2015",33.6,61.3,2.34,54490406,,Africa,Southern Africa
Spain,"2002",,,,,Spain,"2002",5.2,79.6,1.27,41815486,617946434914,Europe,Southern Europe
Spain,"2003",,,,,Spain,"2003",5.1,79.6,1.3,42475265,637037529120,Europe,Southern Europe
Spain,"2004",1437.0,,,,Spain,"2004",5.0,80.0,1.33,43167276,657800500119,Europe,Southern Europe
Spain,"2005",3278.0,,,,Spain,"2005",4.8,80.3,1.35,43854761,681373742384,Europe,Southern Europe
Spain,"2006",2061.0,,,,Spain,"2006",4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
Spain,"2007",3246.0,,,,Spain,"2007",4.4,80.8,1.4,45209538,733820614902,Europe,Southern Europe
Spain,"2008",2209.0,,,,Spain,"2008",4.2,81.1,1.42,45817016,740341770865,Europe,Southern Europe
Spain,"2009",4011.0,,,,Spain,"2009",4.1,81.5,1.44,46295191,712647416141,Europe,Southern Europe
Spain,"2010",727.0,,,,Spain,"2010",3.9,81.8,1.46,46601492,712152291146,Europe,Southern Europe
Spain,"2011",1224.0,,,,Spain,"2011",3.8,82.0,1.47,46708366,717193989759,Europe,Southern Europe
Spain,"2012",1938.0,,,,Spain,"2012",3.7,82.2,1.49,46637082,,Europe,Southern Europe
Spain,"2013",2769.0,,,,Spain,"2013",3.7,82.5,1.51,46455163,,Europe,Southern Europe
Spain,"2014",3010.0,,,,Spain,"2014",3.6,82.5,1.52,46259716,,Europe,Southern Europe
Spain,"2015",4863.0,,,,Spain,"2015",3.5,82.6,1.53,46121699,,Europe,Southern Europe
Sweden,"2002",,,,,Sweden,"2002",3.3,80.0,1.67,8911899.0,256599359725,Europe,Northern Europe
Sweden,"2003",,,,,Sweden,"2003",3.2,80.2,1.73,8942926.0,262592755597,Europe,Northern Europe
Sweden,"2004",,,,,Sweden,"2004",3.1,80.2,1.77,8982282.0,273713195657,Europe,Northern Europe
Sweden,"2005",,,,,Sweden,"2005",3.0,80.6,1.79,9030163.0,282364681257,Europe,Northern Europe
Sweden,"2006",153.0,,,,Sweden,"2006",2.8,80.8,1.87,9087251.0,294498396948,Europe,Northern Europe
Sweden,"2007",179.0,,,,Sweden,"2007",2.7,80.9,1.89,9153316.0,304258796391,Europe,Northern Europe
Sweden,"2008",169.0,,,,Sweden,"2008",2.6,81.1,1.92,9226333.0,302392423838,Europe,Northern Europe
Sweden,"2009",474.0,,,,Sweden,"2009",2.5,81.2,1.94,9303432.0,287188905096,Europe,Northern Europe
Sweden,"2010",106.0,,,,Sweden,"2010",2.5,81.6,1.99,9382297.0,304858727345,Europe,Northern Europe
Sweden,"2011",201.0,,,,Sweden,"2011",2.4,81.7,1.9,9462352.0,316798617621,Europe,Northern Europe
Sweden,"2012",368.0,,,,Sweden,"2012",2.4,81.8,1.91,9543457.0,,Europe,Northern Europe
Sweden,"2013",556.0,,,,Sweden,"2013",2.4,81.9,1.93,9624247.0,,Europe,Northern Europe
Sweden,"2014",266.0,,,,Sweden,"2014",2.4,82.1,1.93,9703247.0,,Europe,Northern Europe
Sweden,"2015",328.0,,,,Sweden,"2015",2.4,82.1,1.93,9779426.0,,Europe,Northern Europe
Switzerland,"2002",,,,,Switzerland,"2002",4.6,80.4,1.42,7242034.0,253918245870,Europe,Western Europe
Switzerland,"2003",,,,,Switzerland,"2003",4.4,80.6,1.42,7289901.0,253416009483,Europe,Western Europe
Switzerland,"2004",1600.0,,,,Switzerland,"2004",4.4,81.0,1.42,7345299.0,259834269511,Europe,Western Europe
Switzerland,"2005",3849.0,,,,Switzerland,"2005",4.3,81.3,1.43,7408608.0,266695570076,Europe,Western Europe
Switzerland,"2006",1781.0,,,,Switzerland,"2006",4.2,81.5,1.44,7480317.0,276377653102,Europe,Western Europe
Switzerland,"2007",2999.0,,,,Switzerland,"2007",4.1,81.7,1.46,7560141.0,286450319616,Europe,Western Europe
Switzerland,"2008",3345.0,,,,Switzerland,"2008",4.0,82.0,1.47,7646542.0,292452808698,Europe,Western Europe
Switzerland,"2009",5836.0,,,,Switzerland,"2009",3.9,82.0,1.49,7737316.0,286960456156,Europe,Western Europe
Switzerland,"2010",1044.0,,,,Switzerland,"2010",3.9,82.3,1.5,7830534.0,294748691280,Europe,Western Europe
Switzerland,"2011",2314.0,,,,Switzerland,"2011",3.8,82.6,1.51,7925813.0,300938413797,Europe,Western Europe
Switzerland,"2012",2944.0,,,,Switzerland,"2012",3.7,82.7,1.52,8022628.0,,Europe,Western Europe
Switzerland,"2013",6379.0,,,,Switzerland,"2013",3.6,82.8,1.53,8118719.0,,Europe,Western Europe
Switzerland,"2014",3870.0,,,,Switzerland,"2014",3.5,82.9,1.54,8211383.0,,Europe,Western Europe
Switzerland,"2015",6390.0,,,,Switzerland,"2015",3.4,83.0,1.55,8298663.0,,Europe,Western Europe
Ukraine,"2002",,,,,Ukraine,"2002",14.3,67.5,1.15,47890647,35912742450,Europe,Eastern Europe
Ukraine,"2003",,,,,Ukraine,"2003",13.6,67.7,1.18,47493771,39288540241,Europe,Eastern Europe
Ukraine,"2004",,,,,Ukraine,"2004",13.0,67.5,1.21,47127110,44042453610,Europe,Eastern Europe
Ukraine,"2005",,,,,Ukraine,"2005",12.5,67.1,1.26,46795313,45231599857,Europe,Eastern Europe
Ukraine,"2006",17646.0,,,,Ukraine,"2006",12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
Ukraine,"2007",21139.0,,,,Ukraine,"2007",11.6,67.6,1.35,46249196,52367654045,Europe,Eastern Europe
Ukraine,"2008",20457.0,,,,Ukraine,"2008",11.1,67.8,1.38,46028476,53572110088,Europe,Eastern Europe
Ukraine,"2009",25627.0,,,,Ukraine,"2009",10.6,69.6,1.41,45830711,45643437795,Europe,Eastern Europe
Ukraine,"2010",20098.0,,,,Ukraine,"2010",10.1,70.5,1.44,45647497,47514818744,Europe,Eastern Europe
Ukraine,"2011",19755.0,,,,Ukraine,"2011",9.6,71.1,1.45,45477690,49985589319,Europe,Eastern Europe
Ukraine,"2012",19375.0,,,,Ukraine,"2012",9.1,71.2,1.46,45319949,,Europe,Eastern Europe
Ukraine,"2013",21955.0,,,,Ukraine,"2013",8.6,71.3,1.47,45165211,,Europe,Eastern Europe
Ukraine,"2014",20112.0,,,,Ukraine,"2014",8.1,71.3,1.48,45002497,,Europe,Eastern Europe
Ukraine,"2015",12101.0,,,,Ukraine,"2015",7.7,71.5,1.49,44823765,,Europe,Eastern Europe
United States,"2002",,,,,United States,"2002",6.9,77.1,2.02,288470847,10189959441124,Americas,Northern America
United States,"2003",,,,,United States,"2003",6.8,77.3,2.05,291005482,10450068972316,Americas,Northern America
United States,"2004",58593.0,,,,United States,"2004",6.9,77.6,2.06,293530886,10813707774621,Americas,Northern America
United States,"2005",83959.0,,,,United States,"2005",6.8,77.6,2.06,296139635,11146296666995,Americas,Northern America
United States,"2006",77657.0,,,,United States,"2006",6.7,77.8,2.11,298860519,11442690235793,Americas,Northern America
United States,"2007",73300.0,,,,United States,"2007",6.6,78.1,2.12,301655953,11660926745593,Americas,Northern America
United States,"2008",92943.0,,,,United States,"2008",6.5,78.3,2.07,304473143,11619053724200,Americas,Northern America
United States,"2009",139394.0,,,,United States,"2009",6.4,78.5,2.0,307231961,11209194913112,Americas,Northern America
United States,"2010",73160.0,,,,United States,"2010",6.3,78.8,1.93,309876170,11547905073444,Americas,Northern America
United States,"2011",86415.0,,,,United States,"2011",6.1,78.9,1.9,312390368,11744219459693,Americas,Northern America
United States,"2012",122918.0,,,,United States,"2012",6.1,79.0,1.9,314799465,,Americas,Northern America
United States,"2013",130196.0,,,,United States,"2013",5.9,79.1,1.98,317135919,,Americas,Northern America
United States,"2014",99848.0,,,,United States,"2014",5.7,79.1,1.97,319448634,,Americas,Northern America
United States,"2015",61295.0,,,,United States,"2015",5.6,79.1,1.97,321773631,,Americas,Northern America
Uruguay,"2002",,,,,Uruguay,"2002",13.7,75.0,2.21,3327770.0,20249041605,Americas,South America
Uruguay,"2003",,,,,Uruguay,"2003",13.3,75.0,2.19,3325637.0,20412103881,Americas,South America
Uruguay,"2004",7555.0,,,,Uruguay,"2004",12.8,75.3,2.17,3324096.0,21433558291,Americas,South America
Uruguay,"2005",6647.0,,,,Uruguay,"2005",12.4,75.5,2.16,3325608.0,23032530046,Americas,South America
Uruguay,"2006",6776.0,,,,Uruguay,"2006",12.0,75.7,2.14,3331041.0,23976536117,Americas,South America
Uruguay,"2007",7430.0,,,,Uruguay,"2007",11.5,75.7,2.12,3339750.0,25544963828,Americas,South America
Uruguay,"2008",6339.0,,,,Uruguay,"2008",11.2,76.0,2.11,3350832.0,27378107386,Americas,South America
Uruguay,"2009",5770.0,,,,Uruguay,"2009",11.0,76.2,2.09,3362761.0,28040043322,Americas,South America
Uruguay,"2010",5087.0,,,,Uruguay,"2010",10.6,76.2,2.08,3374414.0,30534154733,Americas,South America
Uruguay,"2011",4686.0,,,,Uruguay,"2011",10.3,76.3,2.07,3385610.0,32274699322,Americas,South America
Uruguay,"2012",5070.0,,,,Uruguay,"2012",10.0,76.3,2.06,3396753.0,,Americas,South America
Uruguay,"2013",5005.0,,,,Uruguay,"2013",9.5,76.4,2.05,3407969.0,,Americas,South America
Uruguay,"2014",5390.0,,,,Uruguay,"2014",9.1,76.6,2.04,3419516.0,,Americas,South America
Uruguay,"2015",4195.0,,,,Uruguay,"2015",8.7,76.8,2.03,3431555.0,,Americas,South America
